   timestep             momentum      temperature  total_potential   total_pressure
     384600      1.141521278e-08     0.9927595854      95734.90625   -0.01133411471
     384700      1.261413729e-08     0.9973108172      95685.35156  -0.008426918648
     384800      2.223911189e-08      1.005867124         95682.75  -0.005641622934
     384900      1.064550581e-08      1.023198724      95666.16406  -0.002562952228
     385000      1.121439297e-08      1.008860707      95651.07031  -0.002511023544
     385100      2.037148228e-08      1.007485271       95716.8125  -0.003454172984
     385200       9.54216528e-09      1.000525475      95632.78125  -0.004276615102
     385300      9.489133923e-09     0.9915139079        95695.375  -0.007538824342
     385400      1.285761275e-08     0.9795047045      95735.57812  -0.003385866527
     385500      8.836664733e-09     0.9970622659       95690.4375   -0.01340767462
     385600      1.036344877e-08     0.9871797562      95753.60156   0.004635598045
     385700      1.673852346e-08     0.9926168323      95695.82031   -0.01166085433
     385800       1.77170083e-08     0.9956130385      95728.60938  -0.003922131378
     385900      1.169702646e-08      1.003491282      95782.96094  -0.006973464508
     386000       7.21059612e-09      1.002926946         95729.25  -0.007079494186
     386100      2.017724654e-08     0.9958803654      95750.33594  -0.007595235016
     386200      9.851802929e-09      0.974670887      95725.49219   -0.01667058654
     386300      1.684171025e-08     0.9906468987      95675.21875  -0.008004507981
     386400      7.229899346e-09     0.9822762012      95755.55469  -0.003278216114
     386500      2.096439644e-08     0.9974473119      95802.78125  -0.004588107113
     386600      1.388477422e-08      1.004929185      95671.83594  -0.001018768409
     386700      1.376529291e-08     0.9971244335      95674.51562   -0.01055776328
     386800      1.058788435e-08      1.009581685      95687.08594   0.003520881059
     386900      9.969362225e-09       1.00684464      95670.95312    0.01060359646
     387000      1.837016939e-08      1.008929849      95735.03125   -0.01224868093
     387100      7.059478779e-09      1.008386374      95806.07812   -0.01147666201
     387200      7.712947614e-09     0.9996129274      95730.53125   0.006573251914
     387300      1.807512717e-08      1.007870555      95821.79688 -0.0007888340042
     387400      1.295705232e-08       0.99983567      95736.17188   0.001590778236
     387500      9.717868288e-09      1.016703963      95701.42188  1.572431029e-05
     387600      1.471048439e-08     0.9940117002      95788.26562   -0.00495982077
     387700      2.335288229e-08       1.00183177      95729.64844  -0.002828711178
     387800      2.369517382e-08     0.9890457392      95796.03125   0.003714659717
     387900      8.152903241e-09     0.9978794456      95597.64844   0.002894924488
     388000      1.539867434e-08     0.9879074693        95708.125  -0.003627352417
     388100      1.210680534e-08      1.008566856      95656.61719  -0.008219981566
     388200      1.337666244e-08     0.9995414615      95690.34375    -0.0086146174
     388300      1.504312941e-08      1.001932263      95706.71875  -0.003031400498
     388400      9.222828723e-09     0.9969260693      95776.35938  -0.005058635492
     388500      6.598740665e-09      1.000180483      95707.13281  0.0008841204108
     388600      8.237154958e-09     0.9891734123      95768.95312  -0.006738730241
     388700       9.03308095e-09      1.018531561       95654.4375    0.00769841671
     388800      8.884110336e-09      1.021997929      95683.71094   -0.01051749662
     388900      1.826547447e-08      0.998468399      95728.45312  -0.004324891604
     389000      9.846491622e-09      1.007628679      95680.95312  0.0009411933715
     389100      1.330744581e-08      1.001140356      95688.15625   0.001194389653
     389200       1.99027177e-08     0.9963721037         95706.25  -0.002544251736
     389300      1.301543318e-08      1.001778364      95795.21875   0.005213337485
     389400      1.233117253e-08      1.010642409      95711.97656    0.01228508912
     389500      1.315287257e-08      0.999904871      95700.67969  -0.005107645411
     389600      1.153182616e-08       1.00144887       95772.4375  -0.008659449406
     389700       7.50878737e-09      1.000723481      95777.71875   -0.01312251762
     389800      1.656651882e-08      0.986753881      95794.86719   -0.01083553769
     389900      3.988229302e-09      1.007715344            95700  -0.009201622568
     390000      1.546697348e-08       1.00232017      95748.29688  -0.004010957666
     390100      1.638059111e-08     0.9943055511      95730.02344   0.002461236436
     390200      7.598681684e-09     0.9949130416      95740.39062   0.001564438571
     390300      1.493507362e-08     0.9942033887      95667.75781  -0.005328673404
     390400      1.335604605e-08     0.9913975596      95696.07812  -0.001904694829
     390500       8.40310399e-09     0.9985781908      95684.60938  -0.004668093286
     390600      1.188325705e-08     0.9930497408       95701.6875 -0.0002325087262
     390700      9.539602885e-09      1.000117898      95633.96094  0.0008506935555
     390800      4.748736959e-09      1.002775669       95646.0625   0.004834035411
     390900      1.123976556e-08      1.005236268      95698.08594  -0.004054372665
     391000      2.035430668e-08     0.9846816063      95733.45312  -0.008667556569
     391100      1.969345753e-08     0.9724097252      95650.32812   0.001889562234
     391200      1.984447096e-08      0.993698597      95675.36719  -0.005222639069
     391300      5.717009977e-09     0.9837257266       95763.4375  0.0007994361222
     391400      9.423918534e-09     0.9991295934      95691.57812   -0.01520516537
     391500      1.231335744e-08     0.9835339785      95691.35938  -0.007551422343
     391600      2.016949807e-08     0.9761379957      95668.97656  -0.008191288449
     391700      1.202682842e-08     0.9866316319      95774.23438   -0.01659866236
     391800      1.701694252e-08     0.9841208458      95690.23438   -0.01511833072
     391900      2.116475706e-08     0.9863469005      95687.40625  -0.003927659709
     392000      1.512603554e-08     0.9851200581      95745.07031  -0.008278948255
     392100      2.328907733e-08      1.018748641      95760.23438   0.001790818293
     392200      1.827643636e-08      1.010159731      95687.15625  -0.006867549382
     392300      1.769508451e-08      1.021445394      95795.29688  -0.001973341219
     392400      8.492175851e-09      1.001460552      95809.95312  -0.000507783494
     392500       2.37787301e-08      1.009117246      95775.91406  -0.004885398783
     392600      2.271191413e-08      1.000275254      95760.88281 -0.0002318905172
     392700      1.534957406e-08     0.9908795357      95710.85938  -0.007900875993
     392800      1.506626823e-08     0.9930243492         95717.25   -0.01227426156
     392900      1.007782569e-08     0.9862530231        95845.875  -0.004665307235
     393000      9.590640282e-09       1.00551796         95775.25  -0.005067599472
     393100       1.86714999e-08      1.018371105      95679.15625   -0.01341190469
     393200      2.032059321e-08     0.9894614816          95767.5  -0.007285526488
     393300      1.165397734e-08       1.00193584      95797.29688  -0.008183675818
     393400      1.981373998e-08     0.9971197248      95808.45312     -0.013656592
     393500      2.136277644e-08      1.004924297       95794.6875   -0.01826670766
     393600      1.328452903e-08     0.9953557849         95735.25  -0.006995128002
     393700      1.647387649e-08      1.001128793      95696.28125    0.01263204589
     393800       1.70063732e-08     0.9994478226      95758.20312  -0.007558703888
     393900      1.252300397e-08      1.004514575      95756.78906  -0.001367436489
     394000      1.951349837e-08      1.013570309            95763  0.0008481898694
     394100      8.711201538e-09      1.000149608        95783.875    -0.0167456083
     394200      1.624292878e-08      1.000908017      95817.85938  -0.004301506095
     394300      1.903471514e-08      1.013005137      95684.52344   0.001725545386
     394400      1.736574795e-08     0.9852918983      95769.05469 -8.654331759e-05
     394500      1.528303528e-08       1.00162828      95761.85938  -0.008397700265
     394600      8.498291848e-09     0.9951055646        95762.375  -0.004967601504
     394700      1.913398506e-08      1.012747645      95707.73438  -0.005536484998
     394800      1.782890102e-08     0.9950345755      95638.07031   0.002144882455
     394900      5.382051249e-09     0.9909017682       95675.5625  -0.006837465335
     395000      7.878159458e-09     0.9957591891      95612.67188  -0.001891116495
     395100      1.397111582e-08     0.9755037427      95781.94531  -0.009237119928
     395200      1.890505885e-08     0.9917895198      95747.60938    -0.0057018972
     395300      1.245695103e-08        1.0019629      95618.15625  -0.006603300571
     395400      1.152153928e-08     0.9859472513      95757.53906  -0.004739380442
     395500      1.789684845e-08     0.9790998101      95700.24219  -0.004003715701
     395600      1.128513372e-08     0.9971247315      95681.21875   -0.01243595593
     395700      1.868362709e-08     0.9811205864      95718.26562  -0.009263446555
     395800      1.602292166e-08      1.008656979      95680.96094  -0.001893995563
     395900      9.754471009e-09     0.9775421023      95776.84375  -0.009951262735
     396000      1.631400259e-08     0.9987347722      95643.23438   0.001193731674
     396100      1.716919584e-08     0.9898884296      95726.51562   -0.01613647677
     396200      1.004634509e-08     0.9834310412        95699.125 -0.0003568195389
     396300      5.813773463e-09     0.9978033304       95724.9375  -0.003466448747
     396400      9.488203112e-09     0.9920527339        95712.625  -0.007015055977
     396500      8.477969438e-09      1.011368275      95710.14844   0.003485219786
     396600      1.226426605e-08      1.011304736      95754.32031  -0.009373172186
     396700      1.126734883e-08      1.007202983      95692.89062  -0.006944916677
     396800      5.735107056e-09      1.028134346      95683.98438  -0.009520524181
     396900      1.781978654e-08      1.008023024      95789.60938  -0.006443236023
     397000       6.10804296e-09     0.9975278974      95760.15625   -0.01477098279
     397100      1.176718811e-08     0.9907194972      95773.07812 -4.683291991e-05
     397200      1.565749841e-08      1.005938411       95682.3125 -3.636329348e-05
     397300      1.413219142e-08      1.013078928        95732.125  -0.009342107922
     397400      1.172670494e-08     0.9941385984      95756.01562  -0.001198354876
     397500      6.797240104e-09     0.9890247583      95737.05469   0.001628872473
     397600      7.656197454e-09      1.007027268      95874.71875  -0.001406749478
     397700      1.752023771e-08      1.028672814      95734.15625   -0.00854331255
     397800      2.005190147e-08     0.9966472387          95742.5   -0.01074571814
     397900      1.610748512e-08     0.9733163118      95782.40625   0.001544841682
     398000      6.393704677e-09     0.9847701192      95707.96875  -0.007063650526
     398100      1.553757656e-08      1.003091216       95600.4375   -0.01760898344
     398200      6.728270385e-09      1.005202532      95707.41406  -0.002396696713
     398300      1.719950049e-08     0.9921256304        95720.625   -0.01048393734
     398400      1.313533726e-08     0.9920744896        95650.875  0.0001886254904
     398500      1.630897373e-08      1.012450576      95728.20312  -0.003979252651
     398600      1.957563001e-08      1.001574159      95708.20312   0.002180667361
     398700      1.713606324e-08      1.013488412       95749.0625    -0.0103370538
     398800      1.519127935e-08     0.9976756573      95828.63281  -0.005276766606
     398900      7.920970546e-09      1.010322213      95706.98438   0.006326542236
     399000      6.147077514e-09      1.007447481        95696.375   -0.01022355258
     399100       1.44972585e-08     0.9901932478      95820.15625  -0.004078403115
     399200      6.479920156e-09     0.9862366915      95759.07812   0.002883152338
     399300      1.291803731e-08     0.9906857014      95686.47656    0.01194305997
     399400      1.673458527e-08      0.987867415      95689.59375   -0.01155844983
     399500      1.648052184e-08     0.9867833853       95752.5625  -0.002299211221
     399600      1.540511008e-08       1.01089704      95770.27344   -0.01499523409
     399700      1.214492062e-08     0.9764225483      95766.40625   -0.01476982143
     399800      5.924301938e-09      0.992208302         95688.75   -0.01002228912
     399900      1.322283261e-08     0.9971228838      95654.53125  -0.007332836278
     400000      1.670396088e-08     0.9945976138         95723.25   -0.01189883426
     400100      1.514609593e-08     0.9921483994      95810.71094   -0.01810917631
     400200      1.431848862e-08       1.01102829      95637.92188   0.005543496925
     400300      9.731876638e-09     0.9874253869      95587.83594   -0.01336347312
     400400      1.523265247e-08     0.9929732084       95667.3125   0.001033724402
     400500      1.804004057e-08       1.00065434        95729.375  -0.009328975342
     400600       1.96662171e-08       1.00780642      95823.64062   -0.01445926074
     400700      1.447474762e-08      1.007522106      95792.50781   -0.00769841671
     400800      2.290961554e-08      1.025886297      95870.36719    0.01148988027
     400900      1.440050479e-08      1.034657359       95811.8125  -0.005167645868
     401000      1.415155992e-08      1.018789291          95827.5  -0.008171068504
     401100      1.433193919e-08      1.004535913      95818.10156  -0.004737168085
     401200      1.357709412e-08      1.014672041      95807.59375  -0.004713897593
     401300      2.125266008e-08      1.012185454            95757  -0.002159599913
     401400      1.998891719e-08       1.01072073      95721.42969  -0.005764259957
     401500      1.674137806e-08      1.000758171      95721.67969  -0.004452125635
     401600      1.337055888e-08      1.008340836      95733.77344  -0.007380927447
     401700      1.593756416e-08       1.02364552      95716.77344   -0.01174465101
     401800      1.428644403e-08      1.004938364      95765.98438  -0.002622233005
     401900      1.777557301e-08      1.014882088      95610.88281  -0.006150501315
     402000      7.966862725e-09       1.00236845      95751.00781  -0.009806723334
     402100      1.284905427e-08       1.00576973      95729.58594  0.0005372494925
     402200      1.577247133e-08      1.001119494      95681.41406  -0.007897012867
     402300       1.23568249e-08     0.9931530952       95674.0625 -0.0002861594839
     402400      1.590553644e-08      1.002543807      95714.46094   -0.01305851154
     402500      2.351108108e-08     0.9958369136      95730.48438  -0.006415293552
     402600      1.656154502e-08      1.010655522      95656.76562    -0.0105293924
     402700      1.468032984e-08     0.9986842275      95698.92188   -0.01181821246
     402800       1.78748305e-08     0.9993110299      95635.92188  -0.009583006613
     402900      2.235521812e-08     0.9876956344      95707.46875    -0.0141099738
     403000      8.864006418e-09     0.9874076247      95797.32812     0.0033591846
     403100      1.225635593e-08     0.9985587597      95767.55469  -0.009106962942
     403200      9.769572706e-09     0.9856167436        95728.125  -0.006073270924
     403300       1.22099939e-08     0.9828573465      95678.59375  -0.001041893382
     403400      1.690031404e-08     0.9885016084      95714.64844   0.003488268936
     403500      8.574644994e-09      1.010355234        95717.625    -0.0179147888
     403600      1.282201101e-08     0.9898480773      95654.95312  -0.005271644332
     403700      1.425431773e-08     0.9928014874      95632.35156   0.002059482737
     403800      9.409424351e-09     0.9845784903      95730.85938   -0.02097615413
     403900      2.356854267e-08     0.9889731407      95672.46875  -0.004581567831
     404000      2.011544709e-08     0.9841294885      95697.39062   -0.00140721316
     404100      1.412651152e-08      1.002017498      95642.78125   0.002685955958
     404200      2.183274894e-08      1.010468483      95694.39062   -0.01654190756
     404300      1.188803722e-08      1.013045192      95776.90625  -0.008889869787
     404400      1.075742606e-08      1.013108611      95773.24219  -0.002693599556
     404500      1.927664783e-08     0.9969536662      95778.57031   -0.01655386947
     404600      1.681586426e-08     0.9913634658      95788.14844 -0.0005838042125
     404700      1.326919463e-08        1.0020473      95786.15625  -0.008954868652
     404800      1.003447636e-08      1.001579762       95797.0625   -0.01610859483
     404900      1.510508341e-08     0.9957107902      95716.26562  -0.000639768783
     405000      1.461120736e-08     0.9990964532      95734.29688  -0.001856881659
     405100      1.300006147e-08     0.9999276996      95701.46875 -0.0005381017108
     405200      1.335223576e-08     0.9898360968      95703.57031 -1.572431029e-05
     405300      9.582203475e-09     0.9748490453      95772.35156  -0.006944620982
     405400      8.376762395e-09     0.9843375087      95787.82812  -0.002745082136
     405500      1.551353712e-08     0.9981651902      95737.26562   -0.01353464834
     405600      1.088779822e-08      1.003309369      95757.17188  -0.001505334396
     405700      7.663065738e-09      1.018419862      95694.13281    -0.0030881071
     405800      1.206637013e-08     0.9966461062        95801.875     -0.003254632
     405900      1.828245288e-08      1.009912848      95632.07812  0.0008063599234
     406000      1.248456361e-08      1.004611492      95687.80469  0.0007467965479
     406100      1.478646539e-08      0.992221415      95653.19531  -0.007179054897
     406200      1.949581652e-08     0.9819168448        95689.625   -0.01306365151
     406300       1.83088229e-08      1.001246452      95761.57812  -0.008799833246
     406400      2.025984536e-08     0.9918588996      95664.53125 -0.0005182796158
     406500      1.412573614e-08     0.9780587554      95780.72656   -0.01276558358
     406600      9.959436831e-09      1.006276369      95702.75781 -0.0008006592398
     406700      1.690117912e-08      1.013712168      95735.95312  -0.003333372762
     406800      1.287078089e-08      1.012119532      95699.76562  -0.009144854732
     406900      1.700849772e-08      1.006968141      95761.92969  -0.007618032862
     407000      8.398870932e-09     0.9884721041      95805.92188  -0.004769972526
     407100      1.763226187e-08       1.00522387      95787.95312  -0.006080335937
     407200      9.930186451e-09      0.996984899      95812.51562    -0.0039143553
     407300      1.951784689e-08     0.9943246245      95792.28906  -0.007901437581
     407400      1.202904798e-08     0.9948767424      95745.65625   0.001798837213
     407500      1.553214979e-08     0.9974821806      95691.86719   -0.01083013322
     407600      8.064112045e-09     0.9925149679      95773.84375  0.0007217727834
     407700       2.27705037e-08     0.9943191409      95756.60938  -0.006297495682
     407800      1.327391264e-08      1.016711235      95711.24219  -0.008812564425
     407900      2.042580327e-08     0.9945300221      95718.78125  0.0005041537806
     408000      1.377096748e-08     0.9893306494      95743.78125   -0.01036780886
     408100       1.34807534e-08       0.99545753      95690.00781  -0.007834984921
     408200      1.437751074e-08     0.9946663976      95690.67188  -0.009993874468
     408300      1.907106117e-08       1.00969696      95766.14062  -0.007501577958
     408400      8.833498377e-09     0.9853532314      95727.45312  -0.003082984826
     408500      1.447298992e-08      1.017484903      95729.67188  -0.004142435268
     408600      9.564709913e-09     0.9897837639      95734.98438  -0.002183705335
     408700      1.743315536e-08     0.9845162034      95691.50781  -0.006535855122
     408800      1.741156552e-08     0.9906496406      95747.53906   -0.01387464814
     408900      6.441455369e-09      1.015366197      95758.39062   -0.01560034417
     409000      1.269551753e-08     0.9920678139      95740.80469  -0.009482982568
     409100      2.654903319e-08     0.9998267293      95816.58594   -0.01429964136
     409200      1.596298915e-08     0.9848827124       95795.3125   -0.01213052589
     409300      8.221784142e-09      1.013089061        95711.625  0.0004706209584
     409400      1.687903328e-08      1.010763168       95712.3125    -0.0022294519
     409500      5.609408937e-09      1.007981896      95726.51562   -0.00501805963
     409600      1.208530076e-08      1.013361454          95666.5   -0.01138511114
     409700      1.213382461e-08      1.022098422      95761.89062  -0.008668139577
     409800      2.214231998e-08       1.01066041      95762.07031   -0.01134786103
     409900      7.425223103e-09     0.9781150222      95757.20312   -0.01896404289
     410000      1.128934546e-08       1.00293088       95689.5625  -0.002096782206
     410100      1.546310635e-08      1.013195753      95734.02344   0.001482509659
     410200       2.01732675e-08      1.010480642      95742.82812   -0.01152153034
     410300      1.008862505e-08     0.9990329146      95714.24219  -0.002619830891
     410400      1.259324289e-08     0.9917381406      95731.35156   -0.01367346477
     410500      1.304563035e-08      1.011280894      95606.71875  -0.001729722717
     410600      1.485642098e-08      1.001243949      95686.28906  -0.002412244212
     410700      1.690054496e-08      1.006217599      95811.45312    -0.0051186583
     410800      5.249784607e-09      1.000479579      95777.52344  -0.002993942238
     410900      1.093154545e-08      1.006106734      95762.41406   0.003554206342
     411000      1.034998665e-08      1.000596642      95742.89062   -0.01244035829
     411100      3.626252632e-09      1.002448916      95718.76562    -0.0159609206
     411200      1.107505021e-08     0.9957720637      95752.84375   -0.01316353958
     411300      1.388878079e-08     0.9817154408      95770.96875     -0.009375358
     411400      1.726390586e-08      1.001165152      95655.53906  -0.009566782974
     411500      1.361837576e-08      1.002340078        95715.375  -0.001926269964
     411600      1.207426603e-08      1.010097504      95658.15625   0.002520119771
     411700      1.523912729e-08     0.9909862876      95669.26562   0.001084081014
     411800       1.00130606e-08     0.9926977158       95783.4375  -0.003046109341
     411900      1.737916655e-08     0.9990902543      95815.14062   -0.01584644429
     412000      1.928977511e-08      1.003221035         95851.75   -0.01034976169
     412100      1.446163456e-08      1.003627181      95696.60156   -0.01070991531
     412200      1.413228556e-08     0.9981145263      95736.63281   0.007446286734
     412300      1.193975496e-08      0.998256743      95730.39062  -0.003731320146
     412400      1.731038246e-08      0.995701313      95734.99219  0.0003824084997
     412500       2.00732817e-08      1.004068375       95721.8125  -0.005263908301
     412600      1.709170583e-08      1.004285216      95695.22656 -0.0002069550537
     412700      1.611127765e-08     0.9933059812      95738.04688   -0.01965514012
     412800      1.548156803e-08     0.9979809523      95643.92188  0.0001801031904
     412900      1.306434161e-08      1.000447273      95759.98438  -0.001651993138
     413000      1.340867062e-08     0.9905245304      95618.03906  -0.007252642885
     413100      8.148890451e-09      0.980873704          95823.5   -0.01516078319
     413200      1.885787526e-08     0.9744955897      95687.86719  -0.009750988334
     413300      1.098566127e-08     0.9724283218      95737.89062   -0.01625111699
     413400      1.377111047e-08     0.9868765473      95683.14062  -0.005461704917
     413500      9.378861243e-09      1.003591061      95602.54688   -0.01292271633
     413600      1.419495899e-08     0.9870312214      95623.42188 -0.0003742968838
     413700       1.42899399e-08     0.9751826525      95723.92969   -0.01422666758
     413800       1.50526791e-08     0.9938685298      95763.26562   -0.01852971129
     413900      1.374940251e-08      1.014766455      95671.82812   -0.01087504905
     414000       1.87255278e-08      1.006533027      95706.32812  -0.001668000012
     414100       1.83498301e-08     0.9862697124      95784.79688  -0.006196844392
     414200      1.028107022e-08      1.000589967      95799.48438   -0.01080530323
     414300      2.028219903e-08     0.9942321777      95687.64062 -0.0006567206583
     414400      7.018051917e-09      1.015889883      95780.54688   -0.00801635161
     414500      1.409815198e-08      1.002645254      95812.72656   -0.01306333393
     414600      1.168591446e-08      1.005607486      95712.20312  -0.009723430499
     414700      1.971679353e-08     0.9904267788      95732.28125   -0.02164774761
     414800      1.607681099e-08     0.9989852905      95709.42188   -0.01046238467
     414900      1.839683073e-08      1.003597975      95760.53906   0.008929933421
     415000      1.656598414e-08       1.01985538      95761.15625  -0.006124943495
     415100      1.305535502e-08      1.011291862      95792.61719   -0.01394951157
     415200      1.935233662e-08      1.000228405       95801.4375   0.001249859692
     415300      1.896949797e-08      1.006428242      95773.47656  -0.004189806525
     415400      7.413747394e-09      1.017224073      95788.34375  -0.001863946789
     415500      1.432882168e-08     0.9943960905      95777.52344     0.0057425634
     415600      9.364008235e-09     0.9852081537      95810.82812   -0.01584137976
     415700      1.263616856e-08      1.000105619      95752.39844   -0.01470944565
     415800      1.165894137e-08     0.9984365702      95699.64062  -0.009628969245
     415900       1.14284946e-08      1.003757238      95740.07031  -0.009792478755
     416000      5.356178168e-09      1.009021521      95691.33594   -0.01172637008
     416100       1.82416926e-08      1.022797465      95766.13281  -0.005421866663
     416200      1.407229888e-08      1.016536713         95810.75  -0.005552862771
     416300       1.32385205e-08      1.016931534      95768.53125   -0.01244834159
     416400      1.055612131e-08      1.008692145      95698.51562   0.001749178278
     416500      1.323416932e-08      1.001121283        95732.375  -0.005589804612
     416600      1.103606895e-08      1.002250791       95709.9375  -0.007701136637
     416700      2.212162009e-08      0.992351234      95763.29688  -0.004197786096
     416800      1.643579139e-08      1.011256337      95776.84375  -0.000888001814
     416900      1.396389138e-08      1.024367571      95730.41406  -0.006167515181
     417000      1.592581178e-08      1.002983928         95780.75  -0.001708204974
     417100      1.264471372e-08      0.998585701      95641.00781  -0.009506424889
     417200      4.857126257e-09     0.9881168604      95661.34375  -0.001439739252
     417300       2.13313065e-08     0.9968025088          95664.5 -6.646071415e-05
     417400      7.226709009e-09      0.983669579      95706.95312    0.00258598011
     417500      1.810345651e-08     0.9853058457      95739.73438   -0.01021501701
     417600      6.191972268e-09     0.9911884665      95781.98438   -0.01124480274
     417700      3.157083261e-09     0.9890209436      95747.53125  -0.004312364385
     417800       1.88193976e-08      0.992351532      95731.89062   0.006934575271
     417900      1.978080277e-08     0.9822692275      95764.25781  -0.009443532676
     418000      1.111657433e-08      1.002140999      95718.46875  -0.008649982512
     418100      1.248272596e-08     0.9928831458       95759.6875   -0.01094228774
     418200      9.614637975e-09     0.9920325279      95660.77344   0.001851445879
     418300      1.674364825e-08      1.004595995      95681.15625   -0.01110654231
     418400      1.738019684e-08      1.005032659      95764.34375  -0.006439610384
     418500      3.301492857e-09      0.998683691      95669.85938  -0.006978674792
     418600      4.428081901e-09     0.9861858487      95614.57812  -0.002655606717
     418700      1.613690692e-08     0.9894012213      95625.39062  -0.002411303809
     418800      1.672387384e-08     0.9813919067      95629.96875  -0.009558878839
     418900      1.685978646e-08      1.004510522       95672.8125    -0.0085868733
     419000      1.810917638e-08      1.031582594      95726.19531 -0.0008624128532
     419100      1.905150526e-08      1.019967794       95661.8125  -0.003061264055
     419200      1.423395979e-08      1.015254378      95710.82031  -0.004850528203
     419300      9.030031833e-09     0.9898208976      95644.66406  0.0009637046023
     419400      8.759585057e-09     0.9896641374      95695.94531   -0.01350285485
     419500      1.594217203e-08     0.9903122783      95674.04688   0.008264842443
     419600       1.74175625e-08     0.9904191494      95710.15625   0.001099624322
     419700      2.227117379e-09      1.001307726      95754.57812   -0.01173550636
     419800       1.44799186e-08      1.002628565      95661.88281   -0.01117760409
     419900       1.45854262e-08      1.002671719      95686.47656  -0.006737851538
     420000      1.617086554e-08     0.9854860902         95716.75  0.0001535074261
     420100       1.05962803e-08     0.9985829592      95777.00781   -0.00269837724
     420200      6.068654024e-09     0.9962285161      95701.82812  -0.007487151772
     420300       9.16391496e-09     0.9809623957      95812.61719   -0.01430792548
     420400      1.739743283e-08     0.9855047464      95782.45312  -0.003036134178
     420500        1.9159339e-08     0.9931614995         95710.75  -0.005181837827
     420600      1.498164437e-08      1.000996828      95746.35156   -0.01337253489
     420700      1.232241864e-08     0.9938386679      95672.98438   -0.01233034115
     420800      6.655157314e-09     0.9883820415      95659.17969  -0.004306156188
     420900      8.544150276e-09     0.9966975451      95669.46875   0.003719410859
     421000      2.108705388e-08     0.9974364042      95761.30469  -0.005508665927
     421100      1.561555862e-08      1.016204357      95781.34375 -0.0006833297084
     421200       1.80022024e-08     0.9964265227        95761.875  -0.006056495477
     421300      1.604724886e-08     0.9843545556      95694.41406  -0.005442338064
     421400      6.188496826e-09      1.005526781      95697.92188   0.004334065598
     421500      9.396053713e-09      1.008847833            95764   -0.01360367425
     421600      1.829907603e-08       1.00020647      95785.04688   -0.00693500787
     421700      1.161124441e-08     0.9916366935      95706.53906  -0.002296875231
     421800      2.055125847e-08     0.9961803555      95712.79688  -0.008488102816
     421900      1.936477467e-08      1.013038635      95825.45312   -0.01717326418
     422000       1.99961363e-08      1.005324125      95760.92969   -0.01330877189
     422100      1.484964063e-08     0.9972980022      95686.00781  -0.007377187721
     422200      8.357822878e-09     0.9991361499      95767.89062  -0.006887706928
     422300      1.184203313e-08      0.995420754      95769.44531   -0.01155657321
     422400      8.274176899e-09      1.032720327      95677.76562   0.006073858123
     422500      4.639783668e-09      1.020944834      95731.53125   -0.01227712259
     422600      1.750537848e-08       1.01152885      95672.20312  -0.003115347587
     422700      1.607883071e-08      1.016041756      95767.55469   -0.01290357392
     422800      1.709842401e-08       1.01682663      95678.30469  -0.002737800591
     422900      1.619281065e-08       1.01956594      95808.19531   -0.00673011085
     423000      1.639170755e-08      1.010374784      95790.71094   -0.00911828503
     423100      1.698195362e-08     0.9974503517      95761.85938  -0.001566809835
     423200      1.152484685e-08     0.9804716706      95726.17188   -0.01532752812
     423300      1.684530559e-08     0.9982320666       95759.3125   0.002345911693
     423400      9.376574184e-09     0.9945359826      95743.27344   -0.01526819915
     423500      1.037191577e-08      1.002821565       95772.4375 -0.0004433054419
     423600      6.087143234e-09     0.9936113954      95694.24219  -0.009469483048
     423700      1.427699736e-08     0.9909878969      95736.92188  -0.004277440719
     423800      1.288862617e-08      0.997373879      95702.89062   -0.01538944524
     423900      2.475366578e-08     0.9896336794      95771.98438  -0.002592329867
     424000      1.659599924e-08     0.9922243953      95698.45312  -0.004374011885
     424100       2.12426734e-08     0.9780645967      95723.48438  -0.009092602879
     424200      1.313964315e-08     0.9798169136        95640.375 -0.0009050022927
     424300      1.834361285e-08     0.9912136197      95742.22656  -0.006006880663
     424400      1.775077862e-08     0.9994847178      95639.82812   0.002276836894
     424500      2.003381816e-08     0.9856742024      95682.53906 -0.0001499262871
     424600      1.107619596e-08      1.006623149      95676.91406  -0.001908439328
     424700      1.808477812e-08      1.000305057      95722.48438  -0.008637410589
     424800       1.82359976e-08      1.011026144      95751.05469  0.0005383578246
     424900      1.716080433e-08      1.008124948       95719.4375  -0.002016230952
     425000      1.491686952e-08      1.021397114        95655.375  -0.005624454468
     425100      2.011216793e-08      1.001148582       95764.0625  -0.004899546504
     425200      1.271103933e-08      1.018494368       95763.3125  -0.000914451899
     425300      1.246541537e-08     0.9890993237      95803.78125   -0.00721854018
     425400       5.10065945e-09       1.01510489      95733.51562  -0.006315083243
     425500      1.949332606e-08     0.9871566296      95831.48438    0.00165080966
     425600      1.685541839e-08     0.9898936152        95713.125   -0.01793075725
     425700      1.075078693e-08      0.984650135      95639.84375  -0.005256538279
     425800      1.708630215e-08     0.9838918447      95738.86719   0.001533987932
     425900       2.00282706e-08      0.996214807      95745.48438   -0.00520532066
     426000      1.541361705e-08      1.019189954      95702.86719   0.003566150786
     426100      5.834081662e-09      1.006942749      95754.02344  -0.008450410329
     426200      2.045004521e-08     0.9946511984       95718.9375  -0.004135157913
     426300      1.405383543e-08     0.9758521318      95615.47656   -0.00139092363
     426400      9.766551123e-09     0.9685534835      95660.00781   0.005238632672
     426500      1.509582503e-08     0.9766084552      95706.92188  -0.005105238874
