   timestep             momentum      temperature  total_potential   total_pressure
      33900      1.252725834e-08     0.5010172725       99097.0625    -0.0592526421
      34000      8.229484649e-09     0.5014498234         99104.25   -0.05926337838
      34100      1.417431239e-08     0.5035811067        99111.375   -0.05926582217
      34200      1.290116725e-08     0.5047271252      99118.45312   -0.05927491933
      34300      5.857837326e-09     0.5063946247      99124.92188   -0.05928382277
      34400      7.862574591e-09     0.5078542233      99131.14844   -0.05929555744
      34500      8.843390908e-09     0.5089803934      99136.95312   -0.05931083113
      34600      6.015582255e-09     0.5095847845       99142.0625   -0.05933157727
      34700      1.012084461e-08     0.5110000968      99146.90625   -0.05935041234
      34800       1.07699254e-08     0.5128546953      99151.52344   -0.05936810002
      34900      2.153657519e-08     0.5147668719      99155.89844   -0.05938736722
      35000      1.301248354e-08     0.5164285302      99160.14062   -0.05940910056
      35100      1.595443422e-08     0.5166701674      99164.34375   -0.05943820998
      35200      9.296639014e-09     0.5171993971      99168.65625   -0.05946573615
      35300       8.52443538e-09     0.5186379552      99173.13281   -0.05948847905
      35400       7.68858488e-09     0.5185387135      99177.79688   -0.05951935053
      35500      8.865447931e-09     0.5194579363      99182.55469   -0.05954445153
      35600      1.054946619e-08      0.520326972       99187.4375   -0.05956955254
      35700      7.378406774e-09     0.5217231512      99192.78906   -0.05959129333
      35800      1.680231598e-08     0.5232310295      99198.79688    -0.0596116595
      35900       1.42327865e-08     0.5242779255      99205.25781   -0.05963359028
      36000       5.15356291e-09     0.5250831842      99212.34375   -0.05965579301
      36100      1.018370455e-08     0.5256176591      99219.98438   -0.05967897549
      36200        1.0854591e-08     0.5258843303      99227.85156   -0.05970361456
      36300      4.712407353e-09     0.5260192752       99236.1875     -0.059727218
      36400      9.674303136e-09     0.5270389318      99244.76562   -0.05974490568
      36500       4.89173857e-09     0.5278372169      99253.63281    -0.0597628355
      36600      9.095681541e-09     0.5288253427      99263.28125   -0.05977822095
      36700       1.04020339e-08     0.5282768607      99273.28125   -0.05979985371
      36800      1.174570219e-08     0.5301895142      99283.59375   -0.05980791152
      36900      1.357645107e-08     0.5302091241            99294   -0.05982511118
      37000      1.331892641e-08     0.5303054452      99304.71875   -0.05984160304
      37100      9.559022907e-09     0.5314590335      99315.46094   -0.05985319242
      37200      5.909320144e-09     0.5311854482      99325.95312   -0.05987326428
      37300      9.457133743e-09     0.5309448242      99336.54688    -0.0598946847
      37400       1.25786741e-08     0.5318356752      99347.02344   -0.05991206318
      37500      1.608355582e-08     0.5327122808      99357.26562   -0.05993043259
      37600      1.409257244e-08     0.5344507694      99367.29688   -0.05994630232
      37700      7.239251421e-09     0.5344155431      99377.60156   -0.05997153744
      37800      4.831631983e-09     0.5355432034      99387.95312   -0.05999098346
      37900      1.032471086e-08     0.5358501077      99397.89062   -0.06001448259
      38000      8.276447083e-09     0.5358452797      99407.32812   -0.06004105881
      38100      7.216218734e-09     0.5361941457      99416.70312   -0.06006645039
      38200      8.686568798e-09     0.5363464355      99425.92188   -0.06009404734
      38300      1.405093997e-08     0.5378748775        99434.625   -0.06011531129
      38400      4.774342255e-09     0.5391260982      99442.96094   -0.06013803557
      38500      1.439712438e-08     0.5404877067      99450.63281   -0.06016106904
      38600      1.260746352e-08     0.5398436189      99458.03125   -0.06019422039
      38700      1.392753379e-08     0.5410589576         99464.75   -0.06021863222
      38800      9.565800596e-09     0.5424701571      99470.98438   -0.06024281681
      38900        1.0820421e-08        0.5440256      99476.67188   -0.06026715785
      39000      9.237613341e-09     0.5444787145      99481.79688   -0.06029848009
      39100        8.5102414e-09     0.5458266139      99486.74219   -0.06032480299
      39200      9.374454102e-09     0.5477827191      99491.46875   -0.06034724787
      39300      8.219747549e-09     0.5486935377      99496.08594   -0.06037495285
      39400      6.673801511e-09     0.5498531461         99500.75   -0.06040178984
      39500      7.822569259e-09     0.5505196452      99505.22656   -0.06043116003
      39600      1.134411409e-08     0.5527487397      99510.07812   -0.06045223773
      39700      9.472015172e-09     0.5534020066      99514.89844   -0.06048090011
      39800      9.684192115e-09     0.5542061925      99519.79688   -0.06050710008
      39900      6.887606929e-09     0.5548561811      99524.48438   -0.06053456292
      40000      7.625638787e-09     0.5545632839      99529.14062   -0.06056661904
      40100      7.926310275e-09     0.5545200706      99533.90625   -0.06059684977
      40200      3.458412001e-09     0.5546790957      99538.78125   -0.06062470004
      40300      9.354154784e-09     0.5558472276      99543.39062   -0.06064813584
      40400      8.439755561e-09     0.5567182899      99548.21094   -0.06067183614
      40500      9.121570166e-09     0.5576434135      99553.34375    -0.0606947653
      40600      1.080714096e-08     0.5590078831      99558.84375   -0.06071369722
      40700      9.482301166e-09     0.5598148108      99564.78906   -0.06073274091
      40800       1.36022944e-08     0.5607898831      99571.35938   -0.06074887514
